Opportunity Name,StageName,Amount,Created By Name,Owner Name,Account Name,Account Type,Account Owner Name,Account Created By Name,Opportunity ID,AccountId,OwnerId,CreatedById
Opportunity for Bass32,Closed Won,4010350,Jenny Martin,Nicolas Weaver,Tucker284 Inc,Customer,Julie Chavez,Jenny Martin,0068d000009XKdOAAW,0018d00000GozzPAAR,0058d000004R3sMAAS,0058d000003BJO9AAO
Opportunity for Luna1331,Closed Won,1010900,Jenny Martin,Doroth Gardner,Vasquez483 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKoDAAW,0018d00000GozzSAAR,0058d000004R3sJAAS,0058d000003BJO9AAO
Opportunity for Hicks930,Closed Lost,398311,Jenny Martin,Johnny Green,Norman484 Inc,Partner,Julie Chavez,Jenny Martin,0068d000009XKnOAAW,0018d00000GozzTAAR,0058d000004R3sTAAS,0058d000003BJO9AAO
Opportunity for Santos1305,Proposal/Price Quote,14640,Jenny Martin,Laura Palmer,Young486 Inc,Customer,Evelyn Williamson,Jenny Martin,0068d000009XKn3AAG,0018d00000GozzVAAR,0058d000004R3sRAAS,0058d000003BJO9AAO
Opportunity for Oliver1504,Closed Won,1032600,Jenny Martin,Evelyn Williamson,Young486 Inc,Customer,Evelyn Williamson,Jenny Martin,0068d000009XKhaAAG,0018d00000GozzVAAR,0058d000004R3sVAAS,0058d000003BJO9AAO
Opportunity for Morton1098,Closed Won,761000,Jenny Martin,Johnny Green,Becker488 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKgTAAW,0018d00000GozzXAAR,0058d000004R3sTAAS,0058d000003BJO9AAO
Opportunity for Blair1326,Closed Won,72720,Jenny Martin,Irene Kelley,Moss489 Inc,Customer,Bruce Kennedy,Jenny Martin,0068d000009XKneAAG,0018d00000GozzYAAR,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Pittman483,Closed Lost,458680,Jenny Martin,Eric Gutierrez,Reese490 Inc,Customer,Irene McCoy,Jenny Martin,0068d000009XKkXAAW,0018d00000GozzZAAR,0058d000004R3sLAAS,0058d000003BJO9AAO
Opportunity for Franklin560,Prospecting,1420100,Jenny Martin,Dennis Howard,Lawrence491 Inc,Customer,Nicolas Weaver,Jenny Martin,0068d000009XKnIAAW,0018d00000GozzaAAB,0058d000004R3sQAAS,0058d000003BJO9AAO
Opportunity for Byrd1219,Closed Won,2601440,Jenny Martin,Laura Palmer,Schwartz492 Inc,Customer,Evelyn Williamson,Jenny Martin,0068d000009XKklAAG,0018d00000GozzbAAB,0058d000004R3sRAAS,0058d000003BJO9AAO
Opportunity for Harris1133,Closed Won,524400,Jenny Martin,Johnny Green,Higgins494 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKhQAAW,0018d00000GozzdAAB,0058d000004R3sTAAS,0058d000003BJO9AAO
Opportunity for Gardner1110,Needs Analysis,645700,Jenny Martin,Irene Kelley,Brown495 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKgdAAG,0018d00000GozzeAAB,0058d000004R3sKAAS,0058d000003BJO9AAO
Opportunity for Paul1791,Closed Won,424600,Jenny Martin,Irene McCoy,Brown495 Inc,Customer,Laura Garza,Jenny Martin,0068d000009XKqnAAG,0018d00000GozzeAAB,0058d000004R3sWAAS,0058d000003BJO9AAO
Opportunity for McCormick23,Negotiation/Review,744440,Jenny Martin,Bruce Kennedy,Lowe496 Inc,Partner,John Williams,Jenny Martin,0068d000009XKdLAAW,0018d00000GozzfAAB,0058d000004R3sIAAS,0058d000003BJO9AAO
Opportunity for Martin1417,Closed Won,3712300,Jenny Martin,Chris Riley,Doyle498 Inc,Partner,Irene Kelley,Jenny Martin,0068d000009XKqjAAG,0018d00000GozzhAAB,0058d000004R3sOAAS,0058d000003BJO9AAO
Opportunity for Hines1779,Closed Won,1241900,Jenny Martin,Eric Gutierrez,Gardner499 Inc,Partner,Bruce Kennedy,Jenny Martin,0068d000009XKqlAAG,0018d00000GozziAAB,0058d000004R3sLAAS,0058d000003BJO9AAO
